hist_0,hist_1,hist_2,hist_3,hist_4,hist_5,hist_6,hist_7,hist_8,hist_9,hist_10,hist_11,hist_12,hist_13,hist_14,hist_15,hist_16,hist_17,hist_18,hist_19,hist_20,hist_21,hist_22,hist_23,hist_24,hist_25,hist_26,hist_27,hist_28,hist_29,hist_30,hist_31,blurness,mean_b,mean_g,mean_r,std_b,std_g,std_r,label
0.1087114209930102,0.08809518963098525,0.06761319612463315,0.07431359787782034,0.06382661995788415,0.05163463441034158,0.051503557215134305,0.06262101667622726,0.08567565456032752,0.1405667742093404,0.21745935529470445,0.196673055489858,0.21895018666982652,0.2780438552300135,0.32629034916559857,0.3856741617123286,0.3979626387357712,0.40906190971533457,0.31688073873519895,0.16737323155005773,0.08466394568483035,0.03962829448282719,0.011541247460991144,0.010625691153109074,0.014593548700213432,0.0009307737675650666,2.572008088463917e-06,5.144546351705988e-06,5.1381517550908026e-06,1.542922012352695e-05,0.0,0.0,458.349416304846,96.0114384034864,109.08249960140307,107.81716159119897,43.252224520552645,42.896568842911734,39.5182864157393,0
0.10820449292659759,0.08740306198596955,0.06642222801844279,0.07308842167258263,0.06176016045113405,0.05120610805849234,0.05059230377276738,0.06308822371065617,0.08769658207893372,0.14028693338235218,0.21601331382989883,0.19423415412505468,0.2214694341023763,0.2815724770228068,0.3265123238166173,0.39091655214627585,0.39474482436974845,0.4077350507179896,0.31666989823182423,0.1637181058526039,0.08439191405971845,0.038461688657601675,0.01121376386533181,0.01067433664575219,0.015539521630853415,0.0007341202974203043,1.2852291547460482e-05,5.143295129528269e-06,5.13544655404985e-06,7.702646932254235e-06,0.0,0.0,461.5507797493035,96.00794602997448,109.16463714392007,107.86935653167514,43.137481222863165,42.7632257114556,39.39718104548449,0
0.10965704371531805,0.08728701670964559,0.06830488642056783,0.07224872484803199,0.06169404536485672,0.052069734409451486,0.05040186196565628,0.0617590078463157,0.08671263928214709,0.14275358766317367,0.2166319251060486,0.1945302685101827,0.22126948684453965,0.27885108093420663,0.3288740932941437,0.38828416367371876,0.394126761953036,0.4072108825047811,0.3177971810102463,0.16640826960404714,0.08525079513589541,0.038781068101525304,0.011301295924931764,0.011018692050129175,0.015818214851121108,0.0007815562280787465,5.138631483229498e-06,2.0576146198436618e-05,5.132823086266096e-06,7.714378686311344e-06,2.569999681630482e-06,0.0,459.0769582207958,96.0554328762755,109.15649912308673,107.85394345238093,43.254852284542636,42.85307276526674,39.50424059394061,0
0.1089203620950381,0.08810357625285785,0.06867699672778448,0.07075336252649625,0.06062337545057138,0.051508118584752086,0.051078165198365846,0.0608121403803428,0.08793019751707713,0.14116823971271514,0.21995960076649984,0.19203711400429407,0.22011384516954421,0.28182135621706644,0.32825634578863777,0.390747540195783,0.39497865637143453,0.40495161612828573,0.31410983006159465,0.1701739137371381,0.08372469817598661,0.03843554891645908,0.011413307550052801,0.011740018179019292,0.01627699388191104,0.001133616348185266,7.709634276883056e-06,1.0281804134137928e-05,7.70936409632365e-06,1.542555692140013e-05,2.5681232121617845e-06,0.0,460.6704164163944,96.07490234374998,109.20425037202381,107.95141568346085,43.26861244581491,42.83880887142392,39.47363007354144,0
0.10759732698400816,0.08685004090269406,0.06836133897304535,0.07176005244255065,0.06112399809062481,0.050808592885732654,0.05027948742111524,0.061480756600697836,0.08678790579239527,0.13905713061491648,0.21684294591347378,0.1962875947356224,0.21867050180832545,0.2802804380655289,0.3254640569289525,0.3898311267296473,0.3954441448052724,0.4061444679896037,0.31854005753993986,0.17126541485389074,0.08568462034066518,0.03961553027232488,0.01166038898130258,0.011090044832477967,0.01659262568379442,0.0011845750220042344,1.2840182898798958e-05,7.716764472813036e-06,5.139817221788689e-06,5.142909746306638e-06,0.0,0.0,450.3056561987714,96.27890558567174,109.394166533801,108.14907126913266,43.23755820755739,42.81882222966512,39.46030759311921,0
0.10786474520961443,0.08705362131198248,0.0693977045516173,0.07055344184239705,0.0601708434522152,0.051810535291830696,0.050421940286954244,0.059508075068394346,0.08599472840627034,0.14037168075640996,0.2204203113913536,0.19382868856191635,0.2193733404080073,0.27981375058492025,0.32513447999954226,0.3916715860366821,0.3968944032986959,0.4030021260182063,0.3168942779302597,0.17289334833621978,0.08567296043038368,0.03929425378640493,0.011701020287970702,0.011163802817463875,0.016321928178270658,0.0012413877877406776,1.5431801390756542e-05,2.569547602130721e-06,7.713300874456763e-06,2.5757028197404e-06,0.0,0.0,457.9320341517094,96.3284239477041,109.38061423788265,108.12065728635207,43.26231650399578,42.80610888112338,39.47066275380588,0
0.10909958183765411,0.08949598222970963,0.07028715138634047,0.07007593686381976,0.06187463042636712,0.05251103341579437,0.05230237444241841,0.06246689471105735,0.08825646092494328,0.14221844524145127,0.21981878479321798,0.19492399394512178,0.22014254530270894,0.2767687181631724,0.32735858062903084,0.39090456366539,0.39429661830266316,0.4048264592885971,0.3154865264892578,0.1703669140736262,0.08722631285587946,0.038784716526667276,0.011315739372124274,0.010267590017368397,0.015274656160424152,0.0009892630318063312,2.574323540708671e-06,1.2875781491554032e-05,5.150684834613154e-06,5.148503502520422e-06,0.0,0.0,433.0081681696786,96.0740526679422,109.01033561862242,107.81149885735545,43.34132859635246,42.918693228264694,39.54937393394208,0
0.10972827300429344,0.08954012294610342,0.07002977828184763,0.06857310384511947,0.06199078323940436,0.05318491955598195,0.05255271183947722,0.06110782412191232,0.08991837625702222,0.13920347541570663,0.22173472990592322,0.19548417776823043,0.2205025374889374,0.2766037374734879,0.3251848230759303,0.3910100181897481,0.3966889629761378,0.4055825521548589,0.31299087703227996,0.17004809379577637,0.08764396533370018,0.03902522226174673,0.011505892407149077,0.010045469986895721,0.015420208591967821,0.0009116017667111009,1.2879789089007924e-05,1.8023074759791294e-05,2.5737395238441724e-06,7.725843655255934e-06,5.144732373688991e-06,0.0,430.5104010878016,96.13219201743199,109.02271471088436,107.80812406994049,43.35998987419814,42.90802207991562,39.54053354222078,0
0.11304324418306351,0.09031066422661145,0.06852826724449794,0.07173651605844497,0.0618912797421217,0.05232326140006383,0.051041792954007785,0.06288554010291894,0.08921469499667485,0.14384480863809584,0.22199566115935643,0.19283927977085114,0.22581753184398015,0.27760062714417777,0.3286543647448222,0.388179682691892,0.3965969900290171,0.40433925688266753,0.3109218140443166,0.16604442844788234,0.08419397523005803,0.0382987259576718,0.011229951183001201,0.01202884695182244,0.013707091721395651,0.0007623207847548959,7.73171098747601e-06,2.5810116009476284e-06,1.2891908409073948e-05,0.0,2.5775346633357308e-06,0.0,449.7166077108462,91.72941645408159,109.36691578975339,107.86948806866498,42.961058940978724,42.95594078231069,39.61716685279046,0
0.11240060652295748,0.08932702119151752,0.06801692495743433,0.06995003720124562,0.060727751130859056,0.0518304234991471,0.05006517854829629,0.059161819020907086,0.08881927529970805,0.14028463910023373,0.2161562631527583,0.18981231500705084,0.22057371785243352,0.27705492774645485,0.32207215030988057,0.3925816476345062,0.3972959488630295,0.4019667416810989,0.3209048797686895,0.17703255812327068,0.08732896819710731,0.04126543588936329,0.011828357136497896,0.011600534090151389,0.015982000374545655,0.0014778985816519708,7.735096248021971e-06,1.0302962861411894e-05,1.0302577478190262e-05,7.728952186880634e-06,0.0,0.0,458.06824351271933,94.20873126594388,109.54543805803573,108.72114291028912,43.2044120425745,43.01167132998898,39.77134940871023,0
0.10716438243786494,0.08589973747730255,0.06495254461963972,0.07046961585680643,0.059465392182270684,0.050730875506997106,0.049473469704389574,0.05844730300207933,0.08691515177488326,0.13627518117427825,0.21793872267007827,0.19560037851333617,0.2146512175599734,0.27377497653166455,0.31981570621331534,0.39020116527875265,0.39682590862115225,0.4034171044826508,0.3252660036087036,0.18967564702033995,0.0891673892736435,0.04283197435239951,0.012558128188053767,0.011282431272168955,0.017244556080549957,0.0013219768365767474,2.5728268762274337e-06,7.710189674980938e-06,1.5432284271810204e-05,2.5684654247015715e-06,2.5732304493431e-06,0.0,451.3513979210218,96.76709582270406,109.71329918686226,109.52722616390305,43.17065794540713,42.77906573701584,39.64515798534243,0
0.1088811087111632,0.08802162855863571,0.06703287735581398,0.06700402473409971,0.059764033555984496,0.0518537941078345,0.050468958790103595,0.05972813243667285,0.08772603968779245,0.13866867671410243,0.2176548292239507,0.19076004177331923,0.21696611295143764,0.2756800830364227,0.3212842772404353,0.3914871911207835,0.3968820691108704,0.4010035405556361,0.32309055924415586,0.18953136851390204,0.08799817661444347,0.041446990643938385,0.012131281259159247,0.011490456356356541,0.016777371894568203,0.001232941693160683,1.8030575059431916e-05,0.0,1.5438854946599654e-05,1.5447872768466672e-05,5.1475678143712384e-06,0.0,451.276802269108,96.5022168633078,109.5030678677721,109.26859986181972,43.22877294795812,42.84819693451059,39.70311267385033,0
0.10800599828362464,0.08680620069305102,0.06720087081193923,0.07000165631373724,0.05991262545188268,0.05222463657458623,0.04970208071172237,0.058010939757029215,0.0874677191178004,0.1382537603378296,0.2184381052851677,0.1925548623005549,0.21982880383729936,0.2755852739016215,0.32086716989676156,0.3932461678981781,0.3938626100619634,0.4009856253862381,0.3243072311083476,0.18575669974088668,0.08831653073430061,0.04122137278318405,0.012366954237222672,0.01118292985484004,0.01689916119600336,0.0012148411255717899,2.5726313954995324e-06,5.150948709342629e-06,1.0291000216966495e-05,7.726702218254407e-06,5.150521125566835e-06,0.0,455.77375411432547,96.44156436011905,109.49638671875002,109.16261758609693,43.17631875580715,42.80739160225084,39.68276664281202,0
